employee_id,training_date,training_type,training_outcome,location,trainer,training_duration_days,training_cost,training_program_id,training_program_name
3442,2023-03-06,External,Failed,Port Davidshire,Victoria Berry,4,286.87,3,Project Management
3443,2023-02-18,External,Failed,East Katie,Gary Thornton,3,402.13,1,Technical Skills
3444,2022-11-02,External,Failed,Jacobburgh,William Willis,2,388.84,1,Technical Skills
3445,2023-07-14,External,Completed,Ryanmouth,Andre Wu,2,879.64,3,Project Management
3446,2022-12-11,Internal,Failed,South John,Olivia Holland,5,701.13,1,Technical Skills
3447,2023-04-02,Internal,Incomplete,Kristenton,Kimberly Doyle,3,353.21,5,Customer Service
3448,2023-05-16,Internal,Completed,West Jamesview,Lindsay Williams,4,911.05,4,Communication Skills
3449,2022-10-02,External,Completed,Josebury,Joseph Faulkner,3,242.21,4,Communication Skills
3450,2023-01-12,Internal,Completed,South Benjaminfurt,Laura Davis,4,186.07,1,Technical Skills
3451,2023-03-22,External,Completed,Duncanview,Betty Williams,1,921.97,1,Technical Skills
3452,2022-09-13,Internal,Failed,Lake Jonathan,Daniel Miller,1,691.04,5,Customer Service
3453,2022-08-25,External,Completed,Port Jamesshire,Samantha Hodge,5,964.44,5,Customer Service
3454,2023-02-07,Internal,Passed,West Brandon,Jonathan Brady,3,184.9,4,Communication Skills
3455,2023-03-17,External,Passed,Wadefurt,Timothy Moreno,1,220.41,3,Project Management
3456,2023-06-08,External,Passed,East Aaron,Morgan Wright,2,336.82,1,Technical Skills
3457,2023-04-15,External,Completed,Williamsbury,Jeremy Garcia,4,485.73,5,Customer Service
3458,2022-12-02,Internal,Failed,North Deborahville,Joseph Ward,2,409.27,4,Communication Skills
3459,2023-06-14,Internal,Passed,Chapmanbury,Joseph Thomas,4,168.32,4,Communication Skills
3460,2023-07-08,External,Incomplete,Paulashire,Willie Hernandez,5,919.52,4,Communication Skills
3461,2023-01-05,External,Completed,Taylorland,Micheal Munoz,2,948.43,1,Technical Skills
3462,2023-07-19,External,Completed,Erinville,Stacey Esparza,1,320.01,3,Project Management
3463,2022-08-29,Internal,Incomplete,Harperchester,Heather Edwards,4,926.19,1,Technical Skills
3464,2022-11-13,External,Passed,Trevorside,Michaela Wright,2,290.47,5,Customer Service
3465,2023-06-04,External,Incomplete,Port Alexaborough,Trevor Perry,1,706.1,4,Communication Skills
3466,2022-12-07,External,Passed,West Angelaside,Erika Jackson,3,447.66,5,Customer Service
3467,2023-02-24,Internal,Incomplete,Mariabury,Regina Robinson,1,759.7,1,Technical Skills
3468,2023-05-10,Internal,Completed,Patelport,Michael Garcia,3,180.63,5,Customer Service
3469,2022-08-15,Internal,Failed,North Jeanetteville,Lisa Barnes,2,552.54,4,Communication Skills
3470,2022-09-26,External,Passed,New Molly,Katie Wong MD,1,986.96,3,Project Management
3471,2023-03-23,External,Passed,West Jonathan,Frank Joyce,3,109.98,5,Customer Service
3472,2023-02-12,External,Completed,Port Karatown,Matthew Meyer,5,537.24,1,Technical Skills
3473,2022-12-06,External,Failed,Wagnertown,Frank Harris,5,789.99,4,Communication Skills
3474,2022-09-01,External,Incomplete,New Michaelport,Justin Rodriguez,5,155.51,5,Customer Service
3475,2022-11-02,Internal,Passed,South Taylorfurt,Jenna Sherman,2,648.76,5,Customer Service
3476,2022-11-18,Internal,Incomplete,Stephanieshire,Dr. Margaret Allen,4,533.5,2,Leadership Development
3477,2022-11-07,External,Failed,New Cynthia,Kristin Terry,5,429.48,2,Leadership Development
3478,2022-10-05,External,Incomplete,Port Matthew,Daniel Solomon,1,526.74,1,Technical Skills
3479,2023-01-18,Internal,Passed,Stephanieburgh,Michael Dixon,3,443.45,4,Communication Skills
3480,2023-03-02,External,Failed,North Amyfurt,Robert Hill,1,887.15,2,Leadership Development
3481,2023-05-29,External,Incomplete,East Charleston,Glenda Ryan,5,758.95,1,Technical Skills
3482,2023-03-03,Internal,Failed,Saraland,Jennifer Brown,1,627.11,1,Technical Skills
3483,2022-08-10,External,Passed,Manuelfort,Cody Adams,4,111.96,3,Project Management
3484,2023-06-27,External,Passed,Johnsonport,Justin Barton,1,795.7,3,Project Management
3485,2022-08-07,Internal,Passed,Port Bradley,Michael Chase,2,796.45,5,Customer Service
3486,2023-07-23,Internal,Completed,Lake Angelafort,Daniel Jones,5,812.59,3,Project Management
3487,2023-07-17,External,Completed,Lake Lindsayton,Duane Trevino,5,132.97,3,Project Management
3488,2022-09-20,Internal,Completed,West Cynthia,Terrence Hopkins,1,308.19,4,Communication Skills
3489,2023-07-02,Internal,Passed,Isabelchester,Brittany Savage,1,131.41,3,Project Management
3490,2023-07-19,Internal,Failed,Lake Robertberg,Samantha Williams,3,389.59,1,Technical Skills
3491,2023-07-14,Internal,Incomplete,Petersville,Stephen Blair,3,442.56,3,Project Management
3492,2022-09-06,Internal,Incomplete,Christinahaven,Amanda Greene,3,327.66,3,Project Management
3493,2023-02-19,Internal,Completed,Joelmouth,Cathy Fleming,3,400.95,3,Project Management
3494,2023-02-11,Internal,Completed,Victoriahaven,James Perez,2,910.45,1,Technical Skills
3495,2022-12-21,External,Passed,Port Andrew,Christian Higgins,1,701.55,5,Customer Service
3496,2023-02-16,Internal,Incomplete,Port Ashleybury,Monica Keller,1,806.87,3,Project Management
3497,2023-03-11,Internal,Completed,Kelseyborough,Sydney Johnson,2,184.21,4,Communication Skills
3498,2023-05-30,External,Failed,Yorkport,Amy Clark,1,208.43,3,Project Management
3499,2023-01-30,Internal,Incomplete,East Bradley,Angela Lee,2,762.45,1,Technical Skills
3500,2023-06-15,External,Incomplete,Smithchester,Larry Morales,4,779.79,2,Leadership Development
3501,2023-06-09,External,Passed,South Kaylachester,Troy Adams,3,135.95,3,Project Management
3502,2023-01-03,External,Incomplete,East Karlton,Bryan Kennedy PhD,3,427.12,5,Customer Service
3503,2023-02-20,Internal,Completed,East Brandonview,Lisa Shelton,4,996.35,1,Technical Skills
3504,2023-06-02,Internal,Completed,Brittneyside,Linda Pena,5,963.23,4,Communication Skills
3505,2022-09-13,Internal,Failed,West Jamesburgh,Sophia Roberts,5,260.97,2,Leadership Development
3506,2023-05-21,Internal,Completed,Deleonport,Jonathan Peterson,1,781.81,2,Leadership Development
3507,2023-05-25,Internal,Passed,Loriberg,Michael Copeland,4,651.77,3,Project Management
3508,2023-04-04,External,Completed,South Michael,Ashley Contreras,1,568.22,4,Communication Skills
3509,2023-03-04,External,Completed,Diamondchester,William Smith,4,612.1,2,Leadership Development
3510,2022-10-27,External,Completed,Stevensside,Donna Diaz,4,473.23,1,Technical Skills
3511,2023-04-07,Internal,Completed,Anthonyville,Juan Peck,3,344.44,1,Technical Skills
3512,2022-11-25,Internal,Failed,Bryantport,Sharon Miller,2,206.44,4,Communication Skills
3513,2023-06-03,External,Completed,East Adam,Katie Harrington,1,599.0,4,Communication Skills
3514,2023-02-21,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46,2,Leadership Development
3515,2023-02-04,Internal,Completed,West Keith,Elizabeth Cook,1,143.96,5,Customer Service
3516,2023-06-22,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42,1,Technical Skills
3517,2022-09-17,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31,1,Technical Skills
3518,2023-06-27,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58,5,Customer Service
3519,2022-12-11,External,Incomplete,Deborahshire,Patrick Reeves,4,930.69,2,Leadership Development
3520,2022-09-11,External,Incomplete,North Anthonybury,Robin Sims,1,607.93,5,Customer Service
3521,2023-02-28,Internal,Incomplete,West Travis,Lindsay Matthews,5,723.5,4,Communication Skills
3522,2023-05-05,External,Completed,Gonzalesberg,Joe Gonzalez,5,394.04,4,Communication Skills
3523,2023-07-10,External,Incomplete,South William,Felicia Berg,2,451.18,2,Leadership Development
3524,2023-01-02,Internal,Completed,Wilsonmouth,Jessica Vazquez,5,124.65,4,Communication Skills
3525,2022-10-09,External,Incomplete,East Michaelburgh,Tara Christensen,4,237.75,2,Leadership Development
3526,2022-10-15,Internal,Passed,Thompsonton,Denise Wilkerson,2,360.5,5,Customer Service
3527,2023-01-06,Internal,Failed,Berryland,Scott Richardson,4,396.28,3,Project Management
3528,2023-03-02,External,Passed,Port Williamville,Joseph Phillips,1,465.96,1,Technical Skills
3529,2022-09-04,Internal,Incomplete,South Andretown,Julie Hoffman,1,515.56,3,Project Management
3530,2023-01-18,External,Passed,Emilyside,Christopher Gonzalez,2,496.85,5,Customer Service
3531,2022-11-30,External,Completed,Dannybury,Kristen Harris,3,629.46,2,Leadership Development
3532,2023-05-02,Internal,Failed,Michaelhaven,Scott Anderson,2,771.61,1,Technical Skills
3533,2023-05-11,Internal,Completed,North Janet,Jamie Dougherty,4,418.4,2,Leadership Development
3534,2023-05-21,Internal,Completed,Jacksonbury,Kathleen Bailey,3,900.96,5,Customer Service
3535,2023-06-25,External,Incomplete,Derrickview,Katherine Valentine,1,936.96,1,Technical Skills
3536,2022-11-23,External,Passed,New Jamesstad,Marissa Dean,5,269.03,2,Leadership Development
3537,2023-02-06,Internal,Completed,Griffintown,Janice Leblanc,4,853.77,2,Leadership Development
3538,2022-10-06,Internal,Failed,East Crystal,Joshua Mcguire,4,141.07,1,Technical Skills
3539,2023-03-17,External,Failed,Brandtchester,Justin Adams,4,234.77,3,Project Management
3540,2022-10-26,External,Incomplete,West Josephmouth,Kristin Rodriguez,2,903.46,4,Communication Skills
3541,2023-05-22,External,Passed,East Timothy,Ronald Butler,4,380.3,5,Customer Service
3542,2022-08-22,Internal,Failed,New Tyler,Jessica Lopez,4,511.42,3,Project Management
3543,2023-05-21,External,Passed,Charlesville,Brett Turner IV,4,171.03,4,Communication Skills
3544,2023-05-02,External,Passed,Rayborough,Mrs. Nicole Simon,3,842.93,2,Leadership Development
3545,2023-05-04,External,Incomplete,Lopezbury,Monica Jimenez,5,581.12,5,Customer Service
3546,2022-11-21,External,Passed,New Faith,Stephanie Horton,4,426.45,3,Project Management
3547,2023-04-24,External,Failed,Port Robertbury,Timothy Black,4,805.05,1,Technical Skills
3548,2022-08-16,External,Passed,Lake Tinamouth,Corey Hernandez,3,368.8,2,Leadership Development
3549,2022-11-02,External,Failed,Claudiashire,John Gutierrez DDS,5,788.67,4,Communication Skills
3550,2023-04-09,Internal,Completed,New Bonnie,Lisa Gibbs,4,363.11,3,Project Management
3551,2022-10-27,External,Incomplete,Danielfort,Jesus Daniel,1,570.13,4,Communication Skills
3552,2022-11-26,External,Failed,Charlottebury,John Miller,4,480.87,2,Leadership Development
3553,2022-12-11,Internal,Incomplete,West David,Christopher Curtis,5,689.48,3,Project Management
3554,2023-06-05,Internal,Completed,Carsonmouth,Collin Santiago,4,283.33,3,Project Management
3555,2023-03-04,External,Passed,Nashview,Darlene Vega,4,566.12,2,Leadership Development
3556,2023-02-11,Internal,Incomplete,Christinastad,Mandy Morrison,1,513.92,5,Customer Service
3557,2023-02-04,External,Failed,East Cherylmouth,Melissa Oliver,1,210.38,3,Project Management
3558,2023-07-18,Internal,Completed,Lake Markberg,Cassandra Bell,1,941.54,1,Technical Skills
3559,2022-11-30,External,Failed,West Michelletown,John Allen,2,959.81,3,Project Management
3560,2023-05-22,External,Passed,East Jenna,Rebecca Welch,1,738.92,1,Technical Skills
3561,2022-09-07,External,Failed,Lake Johnstad,Samuel Lynch,5,445.04,1,Technical Skills
3562,2023-01-02,External,Failed,West William,Jason Gallegos,3,808.05,3,Project Management
3563,2023-04-06,External,Passed,Lake Tammyborough,Samantha Fisher,4,886.9,2,Leadership Development
3564,2022-12-10,External,Incomplete,North Richard,Kimberly Thomas,4,106.14,1,Technical Skills
3565,2023-05-06,External,Passed,Courtneymouth,Samantha Nichols,4,684.35,3,Project Management
3566,2022-09-05,Internal,Failed,Jordanborough,John Gamble,2,578.81,4,Communication Skills
3567,2023-06-09,Internal,Completed,Sierraton,April Wilson,5,764.51,5,Customer Service
3568,2022-08-23,Internal,Incomplete,Frenchside,Anthony Nixon,2,201.76,3,Project Management
3569,2022-11-09,External,Incomplete,Fernandezborough,Rachel Foster,4,730.04,1,Technical Skills
3570,2023-03-29,External,Failed,Port Kristopherfurt,Matthew Ramirez,2,796.88,3,Project Management
3571,2023-08-04,External,Completed,North William,Tanya Melendez,3,834.44,3,Project Management
3572,2023-05-19,Internal,Failed,Port Dennis,Brady Newton,5,569.17,2,Leadership Development
3573,2022-10-06,Internal,Completed,Port Desireeburgh,Francis Cox,4,386.07,5,Customer Service
3574,2022-09-05,Internal,Completed,Port Amy,Sharon Mcfarland,1,309.56,5,Customer Service
3575,2022-12-12,Internal,Incomplete,South Paulport,Brian Hood,3,583.21,1,Technical Skills
3576,2023-02-02,External,Completed,East Taylor,Jesse Sullivan,5,398.65,3,Project Management
3577,2023-01-26,Internal,Passed,New Jasonland,Mr. John Singh,5,931.46,4,Communication Skills
3578,2022-12-01,External,Completed,Allenborough,Nathan Jones,5,115.06,3,Project Management
3579,2023-04-27,External,Failed,South Jillian,Amber Wright,2,199.82,4,Communication Skills
3580,2022-11-04,Internal,Failed,New Jamesside,Kelly Rodriguez,5,940.2,4,Communication Skills
3581,2023-01-29,External,Completed,Michaelberg,Todd Ramirez,1,122.07,4,Communication Skills
3582,2022-09-09,Internal,Completed,Lopezborough,Erik Reeves,4,875.02,4,Communication Skills
3583,2023-03-18,Internal,Incomplete,Philipburgh,Jennifer Woods,4,116.4,4,Communication Skills
3584,2022-12-15,External,Passed,Johnathanmouth,Penny Taylor,5,341.78,1,Technical Skills
3585,2023-02-14,Internal,Completed,Michaelfort,Jacob Lee,4,107.48,4,Communication Skills
3586,2022-09-30,External,Completed,Browntown,Tamara Hayes,1,502.7,4,Communication Skills
3587,2023-03-22,External,Completed,New Larryshire,Darren Lam,5,570.04,2,Leadership Development
3588,2023-03-23,External,Passed,Montgomeryland,Casey Johnston,1,538.83,4,Communication Skills
3589,2023-01-07,Internal,Incomplete,Tapiabury,Brian Graham,4,881.8,4,Communication Skills
3590,2023-04-02,External,Completed,North Janetbury,Michelle Baker,1,274.33,2,Leadership Development
3591,2023-03-01,Internal,Failed,Michaelfurt,Amy Murray,1,247.01,5,Customer Service
3592,2023-01-30,External,Incomplete,Williamsborough,Daniel Wilson,1,734.68,2,Leadership Development
3593,2023-06-15,Internal,Incomplete,West Kathrynmouth,Joanne Ward,3,258.07,3,Project Management
3594,2023-05-05,Internal,Passed,Jamieville,Ian Martinez,5,472.64,2,Leadership Development
3595,2023-02-21,External,Passed,Popetown,Angela Sanchez,2,252.88,1,Technical Skills
3596,2022-12-14,Internal,Incomplete,Lake Alejandroborough,Philip Williams,2,289.68,1,Technical Skills
3597,2023-03-03,External,Incomplete,Port Jennifershire,Katrina Maldonado,4,505.59,1,Technical Skills
3598,2022-10-11,Internal,Passed,Aliciahaven,Matthew Alvarado,3,373.87,1,Technical Skills
3599,2023-03-02,Internal,Completed,Crystalview,Jason Taylor,5,918.86,2,Leadership Development
3600,2022-11-01,Internal,Passed,Lake Stephanie,Randy Lewis,4,299.7,2,Leadership Development
3601,2023-01-03,External,Completed,Leeville,Larry Clark,1,865.58,3,Project Management
3602,2023-04-09,External,Incomplete,New Michael,Joyce Williams,1,632.59,1,Technical Skills
3603,2022-10-02,External,Incomplete,East Kristaton,Daniel Daugherty,3,680.48,1,Technical Skills
3604,2023-03-23,External,Failed,Lake Scotttown,Ryan Russell,3,287.71,3,Project Management
3605,2022-11-17,External,Passed,Ayalaton,Jennifer Armstrong,2,102.92,4,Communication Skills
3606,2022-10-31,Internal,Passed,New Derrick,Elizabeth Powell,2,255.6,3,Project Management
3607,2023-05-04,External,Passed,Port Tammyside,Andre Maxwell,4,321.91,5,Customer Service
3608,2023-03-14,External,Completed,Blankenshiphaven,Robert Herrera,3,834.12,3,Project Management
3609,2022-09-23,Internal,Passed,Williamschester,Christopher Jackson,4,273.88,5,Customer Service
3610,2023-02-15,Internal,Incomplete,North Betty,Gina Morris,4,217.57,5,Customer Service
3611,2023-01-07,Internal,Completed,Rojasberg,Alan Robinson,1,482.09,5,Customer Service
3612,2023-07-03,External,Failed,Kenthaven,Patricia Phillips,2,614.11,2,Leadership Development
3613,2022-10-08,Internal,Incomplete,Justinmouth,Kathy Pearson,1,354.22,5,Customer Service
3614,2023-06-04,External,Passed,Emilymouth,Paul Bradley,3,868.85,2,Leadership Development
3615,2022-12-17,Internal,Passed,New Paul,James Young,4,701.34,4,Communication Skills
3616,2023-01-30,Internal,Incomplete,Lake Sherryside,Jared Moses,4,134.93,5,Customer Service
3617,2023-04-09,Internal,Completed,East Rachel,Cathy Porter DVM,5,531.1,5,Customer Service
3618,2022-12-26,External,Passed,East Parkerchester,Laura Carpenter,3,609.3,2,Leadership Development
3619,2022-11-10,Internal,Passed,Davismouth,Ashley Ball,2,656.68,3,Project Management
3620,2022-12-20,Internal,Completed,North Ebony,Christine Carter,3,654.22,1,Technical Skills
3621,2023-07-15,External,Passed,Lake Teresa,Frank Perry,3,879.89,2,Leadership Development
3622,2023-05-11,External,Completed,East Kevinport,Mary Little,1,977.23,3,Project Management
3623,2023-08-03,External,Completed,Ballborough,Philip James,2,763.37,3,Project Management
3624,2023-04-05,External,Passed,Thomasberg,William Oconnor,5,962.13,4,Communication Skills
3625,2023-03-26,External,Incomplete,East Jaime,Lisa Suarez,2,617.27,1,Technical Skills
3626,2022-09-25,Internal,Failed,Whitneytown,Melissa Powell PhD,2,559.78,4,Communication Skills
3627,2022-08-30,Internal,Incomplete,West Amandaburgh,Jessica Mills,5,113.89,2,Leadership Development
3628,2022-09-25,Internal,Incomplete,Paulshire,Edward Morris,4,858.62,2,Leadership Development
3629,2023-07-30,Internal,Incomplete,Jacksonville,Rachel Hood,1,343.76,1,Technical Skills
3630,2022-09-24,Internal,Failed,Hillland,Johnathan Rodriguez,5,507.58,1,Technical Skills
3631,2023-04-10,Internal,Completed,Smithchester,Dr. Joseph Graham,1,691.12,5,Customer Service
3632,2023-06-23,Internal,Completed,West Stacystad,Erica Johnson,2,174.85,1,Technical Skills
3633,2022-12-01,Internal,Incomplete,New Kevinland,Michelle Lewis,3,699.39,4,Communication Skills
3634,2022-09-15,External,Incomplete,Mariabury,Danielle Griffin,3,254.68,1,Technical Skills
3635,2023-06-13,External,Failed,Greenview,Oscar Gonzalez,2,534.55,1,Technical Skills
3636,2022-08-26,External,Passed,South Ronnieview,James Lopez,3,795.72,4,Communication Skills
3637,2023-03-21,External,Completed,Cynthiafort,Timothy Taylor,4,977.23,3,Project Management
3638,2023-01-01,Internal,Completed,Angelatown,Jacob White,3,370.79,5,Customer Service
3639,2023-03-30,External,Completed,Mcleanchester,Mike Becker,3,160.86,4,Communication Skills
3640,2023-01-31,External,Passed,Port Curtisfurt,Kerry Harrison,1,699.48,4,Communication Skills
3641,2023-07-28,Internal,Passed,Toddburgh,Amber Nelson,3,831.52,2,Leadership Development
3642,2022-11-20,Internal,Completed,Michelleshire,Angela Garcia,1,234.74,4,Communication Skills
3643,2023-03-27,Internal,Completed,Calvinfurt,Ian Bennett,4,712.43,2,Leadership Development
3644,2023-02-06,Internal,Incomplete,Port Aimee,Damon Ross,1,504.66,1,Technical Skills
3645,2023-05-06,External,Incomplete,Lake Michael,William Lambert,5,398.36,2,Leadership Development
3646,2023-07-22,External,Failed,Newmanburgh,Jeanne Turner,4,533.61,4,Communication Skills
3647,2022-08-10,Internal,Completed,Duarteside,Crystal Brown,4,199.55,1,Technical Skills
3648,2023-02-26,Internal,Completed,East Nathanfort,Elizabeth Barr,2,325.78,2,Leadership Development
3649,2022-12-18,External,Completed,Jackfurt,Madeline Wallace,4,336.33,2,Leadership Development
3650,2023-01-09,External,Passed,Mirandaburgh,Michaela Wells,4,242.71,4,Communication Skills
3651,2023-05-14,Internal,Failed,Port Martinfurt,Michelle Johnson,4,651.28,2,Leadership Development
3652,2023-01-31,External,Incomplete,Adamsberg,Mrs. Lydia Riley,3,962.45,4,Communication Skills
3653,2023-01-20,External,Failed,Lake Carlmouth,Kim Moss,1,791.72,5,Customer Service
3654,2023-04-11,Internal,Incomplete,Peterbury,Lisa Solis,4,553.86,3,Project Management
3655,2023-01-04,External,Passed,West Dustin,Lawrence Edwards,1,735.72,1,Technical Skills
3656,2023-06-14,Internal,Failed,Lake Henryton,Louis Fox,4,867.03,3,Project Management
3657,2023-05-26,External,Incomplete,West Lori,Timothy Taylor,1,710.14,3,Project Management
3658,2022-08-18,External,Incomplete,South Sean,Jeffrey Moreno,2,799.88,2,Leadership Development
3659,2023-01-27,External,Passed,North Ashleytown,Jeffrey Olson,5,242.87,2,Leadership Development
3660,2023-05-19,Internal,Passed,Port John,Logan Nelson,4,849.77,2,Leadership Development
3661,2023-05-06,External,Passed,Tyroneburgh,Timothy Wheeler,2,471.5,5,Customer Service
3662,2023-05-20,Internal,Passed,East Michael,Jonathan Bowen,1,535.93,5,Customer Service
3663,2023-03-22,Internal,Passed,Judyburgh,Christopher Long,3,816.64,1,Technical Skills
3664,2023-03-14,Internal,Incomplete,Schaeferhaven,Regina Richardson PhD,1,210.44,4,Communication Skills
3665,2023-01-09,Internal,Passed,Shaneland,Betty Kelley,3,752.33,3,Project Management
3666,2023-08-02,Internal,Completed,New Betty,Toni Bridges,3,343.52,3,Project Management
3667,2023-02-03,Internal,Completed,North Williamborough,Emily Robinson,3,860.31,2,Leadership Development
3668,2022-11-28,External,Completed,East John,James Lee,4,265.55,5,Customer Service
3669,2023-08-03,Internal,Completed,Stacyhaven,Linda Moore,1,183.85,3,Project Management
3670,2022-09-25,External,Completed,East Rhonda,Emily Davis,5,942.09,3,Project Management
3671,2023-01-20,External,Passed,East Andrew,Cindy Fletcher,4,381.94,4,Communication Skills
3672,2022-08-29,External,Failed,Port Stephen,George Orozco,1,358.73,3,Project Management
3673,2023-03-21,External,Passed,Davisfort,Daniel Wood,3,578.02,5,Customer Service
3674,2022-11-08,Internal,Completed,South Robin,Alyssa Swanson,2,223.29,3,Project Management
3675,2022-09-07,Internal,Passed,East Biancabury,Catherine Hardin,5,992.37,5,Customer Service
3676,2023-02-10,Internal,Failed,Taylorbury,April Parrish,5,113.48,5,Customer Service
3677,2022-10-05,External,Incomplete,New Jenna,Brandon Cunningham,4,882.2,2,Leadership Development
3678,2022-09-06,Internal,Incomplete,Jillside,David Underwood,2,288.16,5,Customer Service
3679,2023-01-16,External,Completed,North Davidhaven,Christopher Santos,1,815.52,2,Leadership Development
3680,2023-05-15,Internal,Completed,Markberg,Matthew Peterson,4,461.06,2,Leadership Development
3681,2023-03-22,External,Incomplete,Timview,Mrs. Maria Cantrell MD,2,580.16,5,Customer Service
3682,2022-10-17,External,Incomplete,Lake Dawn,Michael Robinson,3,336.69,4,Communication Skills
3683,2022-12-28,Internal,Completed,Wongchester,Debra Williams,1,990.69,3,Project Management
3684,2022-10-29,Internal,Completed,Lake Janet,Timothy Coleman,2,939.39,4,Communication Skills
3685,2023-01-06,External,Passed,Mcclureshire,Tiffany Thornton,1,941.12,2,Leadership Development
3686,2023-07-05,Internal,Incomplete,Lake Katelyn,Elizabeth Allen,3,878.11,3,Project Management
3687,2022-12-26,External,Incomplete,Mitchellfurt,Austin Maynard,3,614.53,5,Customer Service
3688,2022-11-26,Internal,Failed,Edwinfurt,Stephanie Saunders,4,269.88,5,Customer Service
3689,2023-02-25,External,Passed,West Teresashire,Henry Hines,1,734.94,4,Communication Skills
3690,2023-04-03,Internal,Completed,Davidside,Elizabeth Davis,5,589.5,1,Technical Skills
3691,2023-03-06,Internal,Completed,Pierceport,Eric Snyder,3,311.28,2,Leadership Development
3692,2023-03-29,Internal,Passed,Nolanport,Robert Barnett,5,671.88,1,Technical Skills
3693,2023-01-24,External,Completed,Martineztown,Corey Morales,1,861.5,3,Project Management
3694,2023-05-19,External,Completed,Elizabethview,Louis Todd,2,649.18,2,Leadership Development
3695,2023-01-08,External,Failed,Zacharytown,John Ward,4,492.2,3,Project Management
3696,2023-01-13,Internal,Passed,South Hannahmouth,James Gonzalez,2,299.59,1,Technical Skills
3697,2023-04-24,Internal,Failed,East Vincent,Jennifer Lopez,2,982.33,1,Technical Skills
3698,2022-12-24,External,Passed,Jessicamouth,Chad Watts,2,830.36,2,Leadership Development
3699,2022-08-19,External,Passed,Jessicaberg,Alejandro Bates,1,973.34,5,Customer Service
3700,2023-02-25,Internal,Failed,East Elizabeth,Andrew Haynes,4,667.34,3,Project Management
3701,2022-08-21,Internal,Failed,West Justinmouth,Kathleen Cole,4,480.17,4,Communication Skills
3702,2023-02-15,External,Failed,East Erik,Jacob Fox,3,346.28,2,Leadership Development
3703,2022-12-27,External,Completed,West Aprilfort,Andrea Jones,3,121.45,4,Communication Skills
3704,2022-10-07,External,Incomplete,Huynhfort,Michael Ramirez,2,669.3,1,Technical Skills
3705,2023-04-17,Internal,Completed,West Wendy,Christina Bautista,5,983.59,1,Technical Skills
3706,2023-06-07,Internal,Completed,East Virginiaton,Emily Baker,1,304.9,5,Customer Service
3707,2022-12-24,External,Passed,North Benjaminhaven,Michelle Lopez,3,778.72,2,Leadership Development
3708,2023-01-03,External,Passed,Youngbury,Jared Mcclain,4,136.15,5,Customer Service
3709,2023-04-07,Internal,Incomplete,Lake Lisastad,Susan Fitzgerald,4,339.84,2,Leadership Development
3710,2023-06-02,External,Completed,Martinezborough,John Anderson,1,791.78,2,Leadership Development
3711,2022-10-19,External,Incomplete,Lake Robert,Shawn Newman,5,853.26,2,Leadership Development
3712,2022-10-31,Internal,Incomplete,New Christopherchester,Michele Harding,4,214.12,3,Project Management
3713,2023-05-17,External,Incomplete,Lake Danielview,Terry Short,5,235.82,5,Customer Service
3714,2023-05-18,Internal,Passed,Lauraside,Jonathan Williams,5,448.57,2,Leadership Development
3715,2023-01-11,External,Incomplete,Thomasstad,David Garza,3,572.56,2,Leadership Development
3716,2023-03-07,Internal,Incomplete,East Michellemouth,Christopher Carroll,4,959.78,3,Project Management
3717,2022-08-22,External,Passed,South Cassandra,Jessica Cortez,3,363.02,4,Communication Skills
3718,2023-05-02,Internal,Completed,Washingtonshire,Tracy Valenzuela,2,325.7,4,Communication Skills
3719,2022-10-08,Internal,Incomplete,West Rachaelborough,Brittany Clark,3,727.75,3,Project Management
3720,2022-09-23,Internal,Passed,Danielland,Danny Baker,2,845.21,3,Project Management
3721,2022-12-22,External,Incomplete,Maryborough,Dr. Dana Wells,4,327.82,1,Technical Skills
3722,2023-01-15,Internal,Passed,Johnsonshire,Eric Contreras,1,512.55,4,Communication Skills
3723,2022-09-06,Internal,Completed,Hesterville,Isabel Little,1,457.17,4,Communication Skills
3724,2023-06-28,Internal,Incomplete,Port Christianmouth,Tiffany Perez,4,573.33,4,Communication Skills
3725,2023-05-23,External,Failed,Garcialand,Carrie Stanton,3,135.18,5,Customer Service
3726,2023-01-13,External,Failed,Paulstad,Paul Johnson,3,911.12,4,Communication Skills
3727,2023-05-02,Internal,Incomplete,Jacobsshire,Andrew Hansen,5,693.8,3,Project Management
3728,2023-07-10,Internal,Completed,New Codyview,Erin Keller DVM,5,419.79,5,Customer Service
3729,2022-12-12,External,Failed,Lake Riley,Jacob Roach,1,693.56,5,Customer Service
3730,2022-08-29,External,Incomplete,Matthewburgh,Douglas Robinson,1,161.47,2,Leadership Development
3731,2023-05-02,External,Passed,Brookeport,Carolyn Sellers,5,773.63,3,Project Management
3732,2022-12-09,Internal,Incomplete,Kylieland,Jason Lane,5,695.42,1,Technical Skills
3733,2023-06-04,Internal,Incomplete,Phillipsside,Jared Martin,1,246.16,4,Communication Skills
3734,2023-03-05,Internal,Failed,Joseport,Lynn Fleming,2,702.69,4,Communication Skills
3735,2022-10-25,External,Failed,Port Leonard,Christopher Jackson,1,473.1,1,Technical Skills
